No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
1451 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000024 | Provision of Environmental Monitoring for Eni Rapak Deepwater (Gehem Well) | Mei 2026 | IDR | 18114556040 | 85
1452 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000003 | Provision of Environmental Studies (Blanket Contract) for Rapak Deepwater Development | Februari 2026 | IDR | 19467347295 | 80
1453 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000004 | Provision of Manpower Services for Ops and Project support (IDRD) | Desember 2026 | IDR | 7923019012 | 90
1454 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000007 | Project Management Team Services for West Seno - Bangka ASR | Januari 2026 | IDR | 15254984612 | 75
1455 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000008 | Provision of Waste Management and Disposal Services for Drilling Wells P&A | Mei 2026 | IDR | 9054985550 | 75
1456 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000011 | Provision of MEG Supply | Januari 2026 | IDR | 52574775000 | 36
1457 | ENI RAPAK DEEPWATER Ltd. | A355-26-A-000012 | Provision of AMDAL for West Seno - Bangka Decommissioning | Mei 2026 | IDR | 50000000000 | 55
1458 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00005 | Supply Drill Bits and Enlarging Tools | April 2026 | IDR | 2813349520 | 0
1459 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00006 | Rig Inspection | Januari 2026 | IDR | 8875547667 | 35
1460 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00024 | Emergency Well Control and Engineering Services | April 2026 | USD | 1488141 | 10
1461 | ENI RAPAK | A355-24-B-L00033 | Provision of Logistic Base Services | Januari 2026 | IDR | 16500000000 | 75
1462 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00038 | Provision of Explosive Handling Services for Long Term | Januari 2026 | IDR | 8745412500 | 85
1463 | ENI RAPAK DEEPWATER Ltd. | A355-24-B-L00042 | Provision of Crew Boat Services for Drilling Campaign (Gehem) | Februari 2026 | USD | 1890900 | 80
1464 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000002 | Permanent Downhole Monitoring Serives | Maret 2026 | USD | 3636096 | 20
1465 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000007 | Worthiness Certification Services (Geng North + Gehem) | Juli 2026 | IDR | 19012500000 | 90
1466 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000008 | Marine Warranty Surveyor Services (Geng North + Gehem) | Januari 2026 | IDR | 10665000000 | 90
1467 | ENI RAPAK DEEPWATER Ltd. | A355-25-A-000009 | Local Content Verification Services (Geng North + Gehem) | Januari 2026 | IDR | 8347500000 | 90
1468 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000013 | Material Inspection (tubular) | April 2026 | IDR | 30000000000 | 75
1469 | ENI RAPAK DEEPWATER Ltd. | A355-25-B-000019 | Supply Tubular & Casing Accessories (14" and 16") | Februari 2026 | USD | 4006224 | 10
1470 | ENI GANAL DEEPWATER Ltd. | A356-24-A-000004 | Provisoin of FPU Topside Modification for Gendalo Gandang Project | Januari 2026 | USD | 121192763 | 45
1471 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00012 | Subsea Wellhead Equipment & Services | Januari 2026 | USD | 12208249 | 9
1472 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00028 | Electric Wireline Logging Services | Januari 2026 | USD | 10000000 | 60
1473 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00034 | Fuel Supply and Handling Services for Drilling Activity (Gendalo Gandang) | Maret 2026 | IDR | 1153594260000 | 40
1474 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00036 | PROVISION OF HELICOPTER SERVICES FOR KUTEI NORTH HUB DRILLING ACTIVITIES | Februari 2026 | IDR | 206621876101 | 60
1475 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00038 | Provision of PSV 800 Sqm Services for Drilling Campaign (Gendalo Gandang) Sub Paket 2 | Februari 2026 | USD | 29342750 | 80
1476 | ENI GANAL | A356-25-B-000001 | Provision of PSV 600 Sqm Services for Drilling Campaign Sub- | Februari 2026 | USD | 21888750 | 80
1477 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000008 | Supply of Rigid Line Pipes Gendalo | Januari 2026 | USD | 46098773 | 0
1478 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000009 | Supply of Rigid Line Pipes Gandang | Januari 2026 | USD | 60465726 | 25
1479 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000010 | Supply of MEG Rigid Line and Transportation & Installation of Intrafield Pipeline System, SPS, Topside Module, Pre- Commissioning & Commissioning | Januari 2026 | USD | 522958017 | 35
1480 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000011 | Provision of PSV 600 Sqm Services for Drilling Campaign Sub- Package 3 (Sharing Gendalo Gandang) | Februari 2026 | USD | 8741125 | 80
1481 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000012 | Supply of Flexible Flowline / Jumper and Offshore Transportation and Installation for SPS, Umbilical, Rigid Pipeline and Flexible Flowline for Gendalo Gandang Project | Januari 2026 | USD | 799428699 | 10
1482 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000018 | SWT & Slickline Services, CTU, TCP, WBCO, Well Intervention | April 2026 | USD | 96403950 | 40
1483 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000019 | PROVISION OF LARGE TUBULAR MATERIAL AND SERVICES | Februari 2026 | USD | 28348928 | 25
1484 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000020 | Supply Tubular & Casing Accessories (Size "13-5/8" - 4-1/2") | Februari 2026 | USD | 44411402 | 25
1485 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000021 | EXPANDABLE LINER HANGER AND INSTALLATION SERVICES | Januari 2026 | USD | 14822067 | 35
1486 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000022 | Lower Completion Equipment & Services | Mei 2026 | USD | 72000000 | 25
1487 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000023 | Upper Completion Equipment & Services | Mei 2026 | USD | 72000000 | 35
1488 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000024 | Permanent Downhole Monitoring System | Maret 2026 | USD | 6177404 | 20
1489 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000025 | Mobile Offshore Drilling Unit | Januari 2026 | USD | 295449759 | 18
1490 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000026 | DD, MWD, and LWD Services | April 2026 | USD | 8139248 | 45
1491 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000027 | Drilling And Completion Fluid Material and Services | April 2026 | USD | 145137414 | 40
1492 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000028 | Cementing and Pumping Services | April 2026 | USD | 29601825 | 45
1493 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000029 | Provision of Casing Tubing Handling Services for Geng North Development (Rig 1 + Rig 2) | Maret 2026 | USD | 16462658 | 55
1494 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000032 | ROV Services for KNH and GeGa (Rig 1 + Rig 2) | Mei 2026 | USD | 23442402 | 65
1495 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000034 | Drilling and Completion Material Inspection and Engineering Support Services | April 2026 | IDR | 268595640000 | 75
1496 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000035 | Tubular Cut and Thread | Mei 2026 | IDR | 190969650000 | 55
1497 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000037 | Cutting Treatment on Board | April 2026 | USD | 20250000 | 75
1498 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000041 | Provision of Waste Management and Disposal Services for Drilling Wells Eni Ganal (Gendalo & Gandang Well) | Januari 2026 | IDR | 346500000000 | 80
1499 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000044 | Subsea Landing String Services | April 2026 | USD | 27994531 | 38
1500 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000049 | Provision of Engineering, Construction, Installation and Commissioning Services for Gendalo Gandang Project | Januari 2026 | IDR | 1023743596709 | 75
1501 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000050 | Provision of Inspection, HSE and Project Services for Gendalo Gandang Project | Januari 2026 | IDR | 558420270500 | 75
1502 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000051 | Provision of Light Construction Vessel with ROV Services | Februari 2026 | USD | 50452800 | 70
1503 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00033 | Provision of Medical Services for Exploration and Development Activity | Mei 2026 | IDR | 10631643000 | 60
1504 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00039 | Provision of Explosive Handling Services for Long Term | Januari 2026 | IDR | 13589452500 | 85
1505 | ENI GANAL DEEPWATER Ltd. | A356-24-B-L00044 | Provision of Crew Boat Services for Drilling Campaign (Gendalo Gandang) | Februari 2026 | USD | 2179250 | 80
1506 | ENI GANAL DEEPWATER Ltd. | A356-25-A-000006 | Worthiness Certification Services (Gendalo + Gandang) | Mei 2026 | IDR | 23070580633 | 90
1507 | ENI GANAL DEEPWATER Ltd. | A356-25-A-000008 | Local Content Verification Services (Gendalo + Gandang) | Januari 2026 | IDR | 5495823320 | 90
1508 | ENI GANAL DEEPWATER Ltd. | A356-25-A-000009 | Electric Wireline Logging Services | Januari 2026 | USD | 2718500 | 60
1509 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000013 | Provision of Environmental Studies for Ganal Deepwater Development (Blanket Contract) | April 2026 | IDR | 41558741730 | 75
1510 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000017 | Material Inspection (tubular) | April 2026 | IDR | 45000000000 | 75
1511 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000030 | Fishing, Whipstock, Downhole Tool and Tubular Rental Services | April 2026 | USD | 2062609 | 40
1512 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000033 | Rig Inspection | Januari 2026 | IDR | 8875547667 | 35
1513 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000036 | Emergency Well Control and Engineering Services | April 2026 | USD | 2232212 | 10
1514 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000045 | Supply Tubular & Casing Accessories (14" and 16") | Februari 2026 | USD | 4508921 | 10
1515 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000046 | Supply Drill Bits and Enlarging Tools | April 2026 | IDR | 10000000000 | 0
1516 | ENI GANAL DEEPWATER Ltd. | A356-25-B-000048 | Mud Logging Services for KNH and GeGa (Rig 1 + Rig 2) | Januari 2026 | USD | 2285724 | 35
1517 | ENI GANAL DEEPWATER Ltd. | A356-26-A-000001 | Provision of Drilling HSE Readiness Assurance and Support Services Eni Ganal Deepwater Ltd | Mei 2026 | IDR | 44946000000 | 75
1518 | ENI GANAL DEEPWATER Ltd. | A356-26-A-000002 | Provision of Manpower Services for Ops and Project support (IDGD) | Desember 2026 | IDR | 12752768455 | 90
1519 | ENI GANAL DEEPWATER Ltd. | A356-26-A-000003 | Rig Comm Link & IT Services for KNH-1 2 & Gendalo Gandang project (IDGD) | Juli 2026 | IDR | 32135408000 | 75
1520 | ENI GANAL DEEPWATER Ltd. | A356-26-A-000004 | Travel Agency and Temporary Accomodations Service (IDGD) | Juli 2026 | IDR | 9957128932 | 55
1521 | ENI GANAL DEEPWATER Ltd. | A356-25-A-000007 | Marine Warranty Surveyor Services (Gendalo + Gandang) | Januari 2026 | IDR | 20552694609 | 90
1522 | ENI MAKASSAR LTD. | A357-26-A-000011 | Provision of AMDAL for West Seno - Bangka Decommissioning | Mei 2026 | IDR | 75000000000 | 55
1523 | ENI MAKASSAR LTD. | A357-26-A-000009 | Provision of West Seno - Bangka Facilities Decommissioning | Mei 2026 | IDR | 624000000000 | 55
1524 | ENI MAKASSAR LTD. | A357-26-A-000008 | Provision of Integrated West Seno Wells Plug and Abandonment | Mei 2026 | IDR | 945303732800 | 55
1525 | ENI MAKASSAR LTD. | A357-26-A-000007 | Provision of Waste Management and Disposal Services for Drilling Wells P&A | Mei 2026 | IDR | 107995099600 | 75
1526 | ENI MAKASSAR LTD. | A357-25-A-000003 | Facilities Operation and Maintenance Supporting Services (FOSS) | Januari 2026 | IDR | 6000000000 | 55
1527 | ENI MAKASSAR LTD. | A357-25-A-000007 | Integrated Crane, Rotating and Utility Equipment Maintenance Services (ICREMS) | Januari 2026 | IDR | 14000000000 | 55
1528 | ENI MAKASSAR LTD. | A357-25-A-000012 | PIMS / PI | Januari 2026 | IDR | 7336824794 | 5
1529 | ENI MAKASSAR LTD. | A357-25-B-000001 | Catering, General Services and Kitchen Maintenance for West Seno and Bangka | Januari 2026 | IDR | 12947267662 | 75
1530 | ENI MAKASSAR LTD. | A357-25-B-000004 | Security Services for North Hub East Kalimantan Operations | Januari 2026 | IDR | 10013163696 | 90
1531 | ENI MAKASSAR LTD. | A357-25-B-000007 | Facilities Operation and Maintenance Supporting Services (FOSS) | Januari 2026 | IDR | 43904250687 | 55
1532 | ENI MAKASSAR LTD. | A357-25-B-000009 | Provision of MEG Supply and Chemical Services | Januari 2026 | IDR | 12000000000 | 36
1533 | ENI MAKASSAR LTD. | A357-26-A-000001 | Provision of RKL-RPL Implementation and Environment Studies Services in Eni Indonesia's Working Area (Blanket) Eni Makassar Ltd | Februari 2026 | IDR | 9163737000 | 85
1534 | ENI MAKASSAR LTD. | A357-26-A-000002 | Provision of Environmental Studies (Blanket Contract) for Makassar Limited Development | Februari 2026 | IDR | 12575864400 | 80
1535 | ENI MAKASSAR LTD. | A357-26-A-000003 | Provision of Manpower Services for KNH project support (IDMK) | Maret 2026 | IDR | 27344137230 | 75
1536 | ENI MAKASSAR LTD. | A357-26-A-000004 | Travel Agency and Temporary Accomodations Service (IDMK) | Juli 2026 | IDR | 9957128932 | 55
1537 | ENI MAKASSAR LTD. | A357-26-A-000005 | Engineering Study | Januari 2026 | IDR | 17045340000 | 75
1538 | ENI MAKASSAR LTD. | A357-26-A-000006 | Project Management Team Services for West Seno - Bangka ASR | Januari 2026 | IDR | 58907709809 | 75
1539 | ENI MAKASSAR LTD. | A357-26-A-000010 | Provision of Land Transportation Services for East Kalimantan | Januari 2026 | IDR | 16909681160 | 85
1540 | PT PERTAMINA EAST NATUNA | A358-26-A-000001 | Provision of Drilling Supervisory Services East Natuna | Februari 2026 | IDR | 85000000000 | 90
1541 | PT PERTAMINA EAST NATUNA | A358-26-A-000003 | Jasa Penyediaan Peralatan Penanggulangan Tumpahan Minyak Kegiatan Pemboran PT Pertamina East Natuna (PEN) | Februari 2026 | IDR | 13607900000 | 80
1542 | PT PERTAMINA EAST NATUNA | A358-26-A-000004 | Provision of Shorebase & Services | Januari 2026 | IDR | 100435351489 | 80
1543 | PT PERTAMINA EAST NATUNA | A358-25-A-000002 | Provision of AHTS Services East Natuna | Februari 2026 | IDR | 114848287920 | 80
1544 | PT PERTAMINA EAST NATUNA | A358-25-A-000015 | Provision of Fuel and Lubricant Services East Natuna | Februari 2026 | IDR | 356524221424 | 40
1545 | PT PERTAMINA EAST NATUNA | A358-25-A-000017 | Provision of Helicopter and Aviation Charge East Natuna | Februari 2026 | IDR | 79545812265 | 70
1546 | PT PERTAMINA EAST NATUNA | A358-25-A-000008 | Provision of Drilling Support Services #2 East Natuna | Januari 2026 | IDR | 24680703850 | 73
1547 | PT PERTAMINA EAST NATUNA | A358-26-A-000002 | Pengadaan Jasa Helikopter dan Sarana pendukung Medevac untuk Kegiatan Pra dan Pasca Pemboran di Shorebase Matak – Pertamina East Natuna | Januari 2026 | IDR | 23784755610 | 70
1548 | PT PERTAMINA EAST NATUNA | A358-26-A-000005 | Jasa Penyediaan Jasa Analisis Lab | Januari 2026 | IDR | 5234793300 | 81
1549 | PT PERTAMINA EAST NATUNA | A358-25-A-000010 | Provision of Waste Handling Management Services East Natuna | Februari 2026 | IDR | 10904471100 | 75
1550 | PT PERTAMINA EAST NATUNA | A358-25-A-000016 | Provision of Man Power Services East Natuna | Januari 2026 | IDR | 31273807918 | 90
1551 | PT PERTAMINA EAST NATUNA | A358-25-A-000018 | Provision of Logistic Services East Natuna | Januari 2026 | IDR | 59100627840 | 85
1552 | ENI PERI MAHAKAM LTD. | A360-24-B-L00001 | Mobile Offshore Drilling Unit | Mei 2026 | USD | 45957000 | 18
1553 | ENI PERI MAHAKAM LTD. | A360-24-B-L00023 | Emergency Well Control and Engineering Services | Mei 2026 | USD | 113193 | 10
1554 | ENI PERI MAHAKAM LTD. | A360-24-B-L00024 | Electric Wireline Logging Services | Januari 2026 | USD | 1526500 | 60
1555 | ENI PERI MAHAKAM LTD. | A360-24-B-L00025 | Provision of Fluid and Core Analysis | Januari 2026 | USD | 2000000 | 80
1556 | ENI PERI MAHAKAM LTD. | A360-24-B-L00027 | Provision of Waste Management and Disposal Services for Drilling Wells Eni Peri Makaham | Mei 2026 | IDR | 49500000000 | 65
1557 | ENI PERI MAHAKAM LTD. | A360-25-A-000003 | PROVISION OF HELICOPTER SERVICES FOR KUTEI NORTH HUB DRILLING ACTIVITIES | Februari 2026 | IDR | 21183620169 | 60
1558 | ENI PERI MAHAKAM LTD. | A360-26-A-000001 | Tubular Rental Services | Mei 2026 | USD | 284854 | 40
1559 | ENI PERI MAHAKAM LTD. | A360-26-A-000002 | Subsea Landing String | Mei 2026 | USD | 284854 | 40
1560 | ENI PERI MAHAKAM LTD. | A360-24-B-L00002 | Drilling and Completion Material Inspection and Engineering Support Services | Mei 2026 | IDR | 15467428700 | 75
1561 | ENI PERI MAHAKAM LTD. | A360-24-B-L00003 | Tubular Cut and Thread | Mei 2026 | IDR | 10375475000 | 55
1562 | ENI PERI MAHAKAM LTD. | A360-24-B-L00004 | Supply Drill Bits and Enlarging Tools | Mei 2026 | IDR | 2813349520 | 0
1563 | ENI PERI MAHAKAM LTD. | A360-24-B-L00005 | Rig Inspection | Mei 2026 | IDR | 2592450000 | 35
1564 | ENI PERI MAHAKAM LTD. | A360-24-B-L00006 | Provision DST and Small Bore Landing String | Mei 2026 | USD | 3928150 | 38
1565 | ENI PERI MAHAKAM LTD. | A360-24-B-L00007 | SWT, Slickline, WBCO Services | Mei 2026 | USD | 3501776 | 40
1566 | ENI PERI MAHAKAM LTD. | A360-24-B-L00008 | Drilling And Completion Fluid Material and Services | Mei 2026 | USD | 3466339 | 40
1567 | ENI PERI MAHAKAM LTD. | A360-24-B-L00010 | Supply Tubular & Casing Accessories | Mei 2026 | USD | 2114418 | 25
1568 | ENI PERI MAHAKAM LTD. | A360-24-B-L00011 | Subsea Wellhead Equipment & Services | Mei 2026 | USD | 2112564 | 9
1569 | ENI PERI MAHAKAM LTD. | A360-24-B-L00012 | Coiled Tubing, Nitrogen and Matrix Stimulation Services | Mei 2026 | USD | 1903560 | 45
1570 | ENI PERI MAHAKAM LTD. | A360-24-B-L00013 | Cementing and Pumping Services | Mei 2026 | USD | 1846568 | 45
1571 | ENI PERI MAHAKAM LTD. | A360-24-B-L00014 | Remote Operated Vehicle (ROV) Services | Mei 2026 | USD | 1552695 | 65
1572 | ENI PERI MAHAKAM LTD. | A360-24-B-L00015 | Expandable Liner Hanger Material and Services | Mei 2026 | USD | 1421773 | 35
1573 | ENI PERI MAHAKAM LTD. | A360-24-B-L00016 | DD, MWD, and LWD Services | Mei 2026 | USD | 1287507 | 45
1574 | ENI PERI MAHAKAM LTD. | A360-24-B-L00017 | Fishing, Whipstock, Downhole Tool and | Mei 2026 | USD | 962835 | 40
1575 | ENI PERI MAHAKAM LTD. | A360-24-B-L00018 | Casing Tubing Handling Services | Mei 2026 | USD | 682474 | 55
1576 | ENI PERI MAHAKAM LTD. | A360-24-B-L00021 | Coring Services | Mei 2026 | USD | 237250 | 35
1577 | ENI PERI MAHAKAM LTD. | A360-24-B-L00022 | Mud Logging Services | Mei 2026 | USD | 175633 | 60
1578 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000004 | Provision of Wellhead & X-Mas Tree (Triple Splitter (36" x 3 ea 13- 3/8" x 3 ea 9-5/8" x 3 ea 4-1/2" Tubing) Wellhead System and Production tree) | April 2026 | USD | 73698864 | 25
1579 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000003 | Provision of Wellhead & X-Mas Tree (Dual Splitter (30" x 2 ea 13- 3/8" x 2 ea 9-5/8" x 2 | April 2026 | USD | 31322017 | 25
1580 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000011 | Pengadaan Sewa Temporary Storage Tanker | Juni 2026 | IDR | 119748383600 | 0
1581 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000009 | Provision of OCTG (13- 3/8", 9-5/8", Tubing) | Juni 2026 | USD | 6934650 | 25
1582 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000008 | Provision of OCTG Large Size (Conductor, 24", 18-5/8") | Juni 2026 | USD | 5970256 | 25
1583 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000007 | Provision of Jackup Drilling Rig | Juni 2026 | USD | 43317500 | 15
1584 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000001 | Provision of Upper Completion | Oktober 2026 | USD | 14148000 | 35
1585 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000002 | Provision of Lower Completion | Oktober 2026 | USD | 53520375 | 15
1586 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000012 | Time Charter One Unit Tug Boat for Operation | Juni 2026 | USD | 1679560 | 85
1587 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000010 | Wellhead | Juni 2026 | USD | 2807949 | 40
1588 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000006 | Provision of Conductor Drivability Study | Juli 2026 | USD | 777621 | 75
1589 | PRIMA ENERGI NORTWEST NATUNA | A362-26-A-000005 | Provision of Drilling & Completion Fluid Study | Juli 2026 | USD | 1500000 | 75
1590 | PT EMP ENERGI GANDEWA | A365-26-A-000001 | Provision of IDPM for 3 Development wells and 1 Exploration wells | Maret 2026 | USD | 11601235 | 65
1591 | PT EMP ENERGI GANDEWA | A365-25-B-000011 | Jasa Pengoperasian, Perawatan, dan Perbaikan Progressive Cavity Pump (PCP) selama 3 (Tiga) Tahun | Januari 2026 | IDR | 11043927612 | 75
1592 | PT EMP ENERGI GANDEWA | A365-25-B-000017 | Provision of Huff and Puff Steam Generator Services | Januari 2026 | IDR | 15424400000 | 75
1593 | PT EMP ENERGI GANDEWA | A365-25-B-000018 | Provision of Huff and Puff Services for Steam Generator #04 | Januari 2026 | IDR | 6944400000 | 80
1594 | PT EMP ENERGI GANDEWA | A365-26-A-000002 | CNG | Januari 2026 | USD | 2095600 | 0
1595 | PT EMP ENERGI GANDEWA | A365-26-A-000003 | Jasa Perawatan dan Perbaikan Pumping Unit | Januari 2026 | IDR | 7895000000 | 50
1596 | PT EMP ENERGI GANDEWA | A365-26-A-000004 | Jasa Pengolahan Air & Minyak WK Siak | April 2026 | IDR | 8184376750 | 60
1597 | PT EMP ENERGI GANDEWA | A365-26-A-000005 | Jasa Penyewaan alat angkat, alat berat, dan alat pengawasan di Lapangan Siak | Maret 2026 | IDR | 18416230000 | 75
1598 | PT EMP ENERGI GANDEWA | A365-26-A-000006 | EPCI Surface Facility | Januari 2026 | IDR | 42406516216 | 60
1599 | PT EMP ENERGI GANDEWA | A365-26-A-000007 | Kendaraan Ringan Penumpang | April 2026 | IDR | 34243892401 | 80
1600 | PT EMP ENERGI GANDEWA | A365-26-A-000008 | Pembangunan Workshop Maintenance dan WO/WS Batang GS dan Lindai GS | Januari 2026 | IDR | 8382996998 | 70
1601 | PT EMP ENERGI GANDEWA | A365-26-A-000009 | Provision of DSP Services for 9 wells | Februari 2026 | IDR | 33145662000 | 77
1602 | PT EMP ENERGI GANDEWA | A365-26-A-000010 | Studi Analisa Laboratorium Palem NE-01 | Januari 2026 | IDR | 4197781500 | 80
1603 | PT EMP ENERGI GANDEWA | A365-26-A-000011 | Studi Terintegrasi Production Enhancement Lapangan Batang | Januari 2026 | IDR | 3642589500 | 75
